"date","agegroup","variable","value"
"81",2020-03-25,"60-69","fj_innlagna_a_spitala",1
"82",2020-03-25,"60-69","fj_innlagna_a_spitala",1
"83",2020-03-25,"70-79","fj_innlagna_a_spitala",1
"84",2020-03-25,"70-79","fj_batnad",2
"85",2020-03-25,"70-79","fj_utskrifta_af_spitala",1
"86",2020-03-26,"10-19","fj_batnad",2
"87",2020-03-26,"20-29","fj_batnad",3
"88",2020-03-26,"30-39","fj_batnad",3
"89",2020-03-26,"40-49","fj_batnad",4
"90",2020-03-26,"40-49","fj_utskrifta_af_spitala",1
"91",2020-03-26,"50-59","fj_batnad",2
"92",2020-03-26,"50-59","fj_utskrifta_af_spitala",1
"93",2020-03-26,"60-69","fj_batnad",4
"94",2020-03-26,"60-69","fj_innlagna_a_icu",1
"95",2020-03-26,"70-79","fj_innlagna_a_icu",2
"96",2020-03-26,"70-79","fj_innlagna_a_spitala",2
"97",2020-03-26,"80+","fj_innlagna_a_spitala",1
"98",2020-03-27,"10-19","fj_batnad",2
"99",2020-03-27,"20-29","fj_batnad",2
"100",2020-03-27,"30-39","fj_batnad",3
"101",2020-03-27,"40-49","fj_batnad",6
"102",2020-03-27,"50-59","fj_innlagna_a_spitala",1
"103",2020-03-27,"50-59","fj_batnad",3
"104",2020-03-27,"50-59","fj_utskrifta_af_spitala",1
"105",2020-03-27,"60-69","fj_innlagna_a_spitala",2
"106",2020-03-27,"60-69","fj_batnad",3
"107",2020-03-27,"70-79","fj_innlagna_a_spitala",1
"108",2020-03-27,"70-79","fj_utskrifta_af_spitala",1
"109",2020-03-28,"10-19","fj_batnad",1
"110",2020-03-28,"20-29","fj_batnad",2
"111",2020-03-28,"30-39","fj_batnad",2
"112",2020-03-28,"40-49","fj_batnad",7
"113",2020-03-28,"50-59","fj_innlagna_a_spitala",1
"114",2020-03-28,"50-59","fj_batnad",1
"115",2020-03-28,"50-59","fj_innlagna_a_icu",1
"116",2020-03-28,"60-69","fj_batnad",1
"117",2020-03-28,"60-69","fj_utskrifta_af_spitala",1
"118",2020-03-28,"70-79","fj_innlagna_a_spitala",1
"119",2020-03-28,"70-79","fj_utskrifta_af_spitala",1
"120",2020-03-28,"80+","fj_innlagna_a_spitala",1
"121",2020-03-28,"80+","fj_innlagna_a_spitala",1
"122",2020-03-29,"10-19","fj_batnad",1
"123",2020-03-29,"20-29","fj_batnad",5
"124",2020-03-29,"30-39","fj_batnad",4
"125",2020-03-29,"40-49","fj_batnad",8
"126",2020-03-29,"50-59","fj_innlagna_a_spitala",1
"127",2020-03-29,"50-59","fj_batnad",6
"128",2020-03-29,"60-69","fj_innlagna_a_spitala",1
"129",2020-03-29,"60-69","fj_batnad",3
"130",2020-03-29,"60-69","fj_utskrifta_af_spitala",1
"131",2020-03-29,"60-69","fj_innlagna_a_icu",2
"132",2020-03-29,"70-79","fj_innlagna_a_spitala",1
"133",2020-03-29,"70-79","fj_batnad",1
"134",2020-03-29,"80+","fj_innlagna_a_spitala",4
"135",2020-03-29,"80+","fj_innlagna_a_spitala",2
"136",2020-03-30,"0-9","fj_batnad",1
"137",2020-03-30,"10-19","fj_batnad",3
"138",2020-03-30,"20-29","fj_batnad",4
"139",2020-03-30,"30-39","fj_batnad",13
"140",2020-03-30,"40-49","fj_innlagna_a_spitala",2
"141",2020-03-30,"40-49","fj_innlagna_a_spitala",1
"142",2020-03-30,"40-49","fj_batnad",12
"143",2020-03-30,"50-59","fj_innlagna_a_spitala",1
"144",2020-03-30,"50-59","fj_batnad",10
"145",2020-03-30,"60-69","fj_innlagna_a_spitala",1
"146",2020-03-30,"60-69","fj_batnad",3
"147",2020-03-30,"60-69","fj_utskrifta_af_icu",1
"148",2020-03-30,"60-69","fj_innlagna_a_spitala",1
"149",2020-03-30,"70-79","fj_utskrifta_af_spitala",1
"150",2020-03-31,"0-9","fj_batnad",1
"151",2020-03-31,"10-19","fj_batnad",4
"152",2020-03-31,"20-29","fj_batnad",4
"153",2020-03-31,"30-39","fj_batnad",4
"154",2020-03-31,"40-49","fj_batnad",5
"155",2020-03-31,"40-49","fj_utskrifta_af_spitala",1
"156",2020-03-31,"50-59","fj_innlagna_a_spitala",1
"157",2020-03-31,"50-59","fj_batnad",12
"158",2020-03-31,"50-59","fj_utskrifta_af_spitala",1
"159",2020-03-31,"50-59","fj_innlagna_a_icu",1
"160",2020-03-31,"60-69","fj_innlagna_a_spitala",3
"161",2020-03-31,"60-69","fj_innlagna_a_icu",1
"162",2020-03-31,"70-79","fj_innlagna_a_spitala",2
"163",2020-03-31,"70-79","fj_utskrifta_af_spitala",1
